DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	2q14.3	2	127135234	BIN1	BIN1 - CYP27C1	274	339761		27907	48602	rs6733839-T	rs6733839	0	6733839	intergenic	1	0.409	7.00E-44	43.15490196		1.22	[1.18-1.25]	"Illumina [7,055,881] (Imputed)"	N
19-Nov-12	22881374	Cummings AC	1-Sep-12	Ann Hum Genet	http://europepmc.org/abstract/MED/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	"109 Amish cases, 689 Amish controls"	NA	2q33.3	2	204263298	intergenic	ICOS - DSTNP5	29851	100132132		301719	43544	rs6738181-A	rs6738181	0	6738181	intergenic	1	0.19	5.00E-06	5.301029996				"Affymetrix [614,963]"	N
14-Oct-10	20885792	Naj AC	23-Sep-10	PLoS Genet	http://europepmc.org/abstract/MED/20885792	Dementia revealed: novel chromosome 6 locus for late-onset Alzheimer disease provides genetic evidence for folate-pathway abnormalities.	Alzheimer's disease (late onset)	"931 cases, 1,104 controls"	"1,338 cases, 2,003 controls"	19q13.32	19	44878777	PVRL2	PVRL2			5819			rs6859-A	rs6859	0	6859	intron	0	0.46	1.00E-07	7		1.41	[1.24-1.60]	"Illumina [483,399]"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	17p13.2	17	5233752	SCIMP	"LOC100130950, SCIMP"			100130950			rs7225151-A	rs7225151	0	7225151	intron;intron	0	0.121	4.00E-07	6.397940009		1.1	[1.06-1.15]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	20q13.31	20	56443204	CASS4	CASS4			57091			rs7274581-T	rs7274581	0	7274581	intron	0	0.917	3.00E-08	7.522878745		1.1364	[1.09-1.19]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	5q35.3	5	179811261	SQSTM1	SQSTM1			8878			rs72807343-T	rs72807343	0	72807343	intron	0	0.016	7.00E-07	6.15490196		1.35	[1.20-1.52]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	12q12	12	43573874	ADAMTS20	RPL21P101 - EEF1A1P17	100271431	401717		12538	73052	rs7295246-G	rs7295246	0	7295246	intergenic	1	0.406	3.00E-07	6.522878745		1.07	[1.04-1.10]	"Illumina [7,055,881] (Imputed)"	N
6-Apr-11	21390209	Hu X	24-Feb-11	PLoS One	http://europepmc.org/abstract/MED/21390209	Meta-analysis for genome-wide association study identifies multiple variants at the BIN1 locus associated with late-onset Alzheimer's disease.	Alzheimer's disease (late onset)	"1,831 European ancestry cases, 1,764 European ancestry controls"	"751 cases, 751 controls"	2q14.3	2	127137039	BIN1	BIN1 - CYP27C1	274	339761		29712	46797	rs744373-?	rs744373	0	744373	intergenic	1	NR	1.00E-10	10		1.19	[NR]	Affymetrix and Illumina [NR] (imputed)	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	15q22.31	15	64433291	TRIP4	TRIP4			9325			rs74615166-C	rs74615166	0	74615166	intron	0	0.02	4.00E-07	6.397940009		1.29	[1.17-1.42]	"Illumina [7,055,881] (Imputed)"	N
24-May-11	21460841	Naj AC	3-Apr-11	Nat Genet	http://europepmc.org/abstract/MED/21460841	"Common variants at MS4A4/MS4A6E, CD2AP, CD33 and EPHA1 are associated with late-onset Alzheimer's disease."	Alzheimer's disease (late onset)	"8,309 European ancestry cases, 7,366 European ancestry controls"	"10,523 European ancestry cases, 28,231 European ancestry controls"	2q14.3	2	127132061	BIN1	BIN1 - CYP27C1	274	339761		24734	51775	rs7561528-A	rs7561528	0	7561528	intergenic	1	0.35	4.00E-14	13.39794001		1.17	[1.13-1.22]	"Affymetrix & Illumina [2,324,889] (imputed)"	N
19-Nov-12	22881374	Cummings AC	1-Sep-12	Ann Hum Genet	http://europepmc.org/abstract/MED/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	"109 Amish cases, 689 Amish controls"	NA	3p14.1	3	69124224	intergenic	LMOD3			56203			rs7638995-A	rs7638995	0	7638995	nearGene-5	0	0.11	2.00E-06	5.698970004				"Affymetrix [614,963]"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	8q22.1	8	95041772	NDUFAF6	NDUFAF6			137682			rs7818382-T	rs7818382	0	7818382	intron	0	0.469	8.00E-08	7.096910013		1.07	[1.04-1.10]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	10p14	10	11678309	ECHDC3	USP6NL-IT1 - ECHDC3	100507213	79746		104813	64048	rs7920721-G	rs7920721	0	7920721	intergenic	1	0.387	3.00E-07	6.522878745		1.07	[1.04-1.10]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	15q21.2	15	50748601	SPPL2A	SPPL2A			84888			rs8035452-T	rs8035452	0	8035452	intron	0	0.661	3.00E-07	6.522878745		1.0753	[1.04-1.1]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	6p21.32	6	32610753	"HLA-DRB1, HLA-DRB5"	TRNAI25		3117	100189401	20916	26644	rs9271192-C	rs9271192	0	9271192		0	0.276	3.00E-12	11.52287875		1.11	[1.08-1.18]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	8p21.1	8	27610169	CLU	"CLU, MIR6843"			"1191, 102465508"			rs9331896-T	rs9331896	0	9331896	intron;nearGene-3	0	0.621	3.00E-25	24.52287875		1.1628	[1.12-1.19]	"Illumina [7,055,881] (Imputed)"	N
24-May-11	21460841	Naj AC	3-Apr-11	Nat Genet	http://europepmc.org/abstract/MED/21460841	"Common variants at MS4A4/MS4A6E, CD2AP, CD33 and EPHA1 are associated with late-onset Alzheimer's disease."	Alzheimer's disease (late onset)	"8,309 European ancestry cases, 7,366 European ancestry controls"	"10,523 European ancestry cases, 28,231 European ancestry controls"	6p12.3	6	47485642	CD2AP	CD2AP			23607			rs9349407-C	rs9349407	0	9349407	intron	0	0.27	9.00E-09	8.045757491		1.11	[1.07-1.15]	"Affymetrix & Illumina [2,324,889] (imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	6p21.1	6	41186912	TREML2	TRNAI25	54209		100189401	23713	2838	rs9381040-C	rs9381040	0	9381040		0	0.703	6.00E-07	6.22184875		1.0753	[1.04-1.1]	"Illumina [7,055,881] (Imputed)"	N
16-Apr-14	24162737	European Alzheimer's Disease Initiative (EADI)	27-Oct-13	Nat Genet	http://europepmc.org/abstract/MED/24162737	"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease."	Alzheimer's disease (late onset)	"17,008 European ancestry cases, 37,154 European ancestry controls"	"8,572 European ancestry cases, 11,312 European ancestry controls"	11q12.2	11	60156035	MS4A6A	MS4A2 - MS4A6A	2206	64231		57568	15572	rs983392-A	rs983392	0	983392	intergenic	1	0.597	6.00E-16	15.22184875		1.1111	[1.09-1.15]	"Illumina [7,055,881] (Imputed)"	N
19-Nov-12	22881374	Cummings AC	1-Sep-12	Ann Hum Genet	http://europepmc.org/abstract/MED/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	"109 Amish cases, 689 Amish controls"	NA	9q31.2	9	105869669	intergenic	SLC25A6P5 - MIR8081	100129319	102465995		19076	731259	rs9969729-A	rs9969729	0	9969729	intergenic	1	0.08	2.00E-06	5.698970004				"Affymetrix [614,963]"	N
